3242658	repPSW	1052.6050000044052	0
3242658	repPSW	1202.3800000024494	0
3242658	fPSWsm	1677.8200000117067	0
3242658	fPSWdf	1369.9199999973644	1
3242658	fPSWsm	1307.0599999919068	1
3242658	fPSWdf	1227.3149999964517	1
3242658	fWRDsm	839.4050000060815	1
3242658	simWRD	1031.264999997802	1
3242658	fWRDdf	1047.6649999909569	1
3242658	fWRDdf	984.2749999952503	1
3242658	fPSWsm	992.0899999997346	1
3242658	repPSW	844.9200000031851	1
3242658	fWRDdf	1169.560000009369	0
3242658	fWRDdf	958.3100000018021	1
3242658	fWRDdf	614.7650000057183	1
3242658	fWRDsm	812.7250000106869	1
3242658	fPSWsm	843.2150000007823	1
3242658	simPSW	987.2800000011921	1
3242658	fPSWsm	896.5449999959674	1
3242658	fWRDdf	621.1449999973411	1
3242658	fWRDdf	791.349999999511	1
3242658	fPSWsm	601.3999999995576	0
3242658	fPSWsm	1123.025000008056	1
3242658	fWRDdf	814.8649999930058	1
3242658	simPSW	1035.2350000030128	1
3242658	fWRDsm	947.3550000111572	1
3242658	fWRDdf	862.9950000031386	1
3242658	fPSWsm	690.4150000045775	0
3242658	fWRDdf	772.46500000183	1
3242658	fPSWsm	679.839999997057	0
3242658	fPSWsm	1391.5549999946961	1
3242658	fWRDsm	1034.9549999955343	1
3242658	fPSWsm	1169.820000010077	1
3242658	fWRDsm	748.7399999954505	1
3242658	repPSW	1204.5099999959348	1
3242658	fWRDsm	828.559999994468	1
3242658	fPSWdf	621.4150000014342	0
3242658	simPSW	1306.1199999938253	1
3242658	fPSWsm	785.5149999959394	0
3242658	fWRDsm	812.4899999966146	1
3242658	fWRDsm	547.48500000278	1
3242658	fWRDsm	739.1899999929592	1
3242658	fPSWsm	1024.2900000012014	1
3242658	simWRD	796.2700000061886	1
3242658	fWRDsm	787.689999997383	1
3242658	fWRDsm	613.6199999891687	1
3242658	fWRDdf	623.5149999993155	1
3242658	fWRDdf	712.5450000021374	1
3242658	fPSWsm	823.8750000018626	0
3242658	fPSWdf	942.5750000082189	1
3242658	fWRDsm	1375.159999995958	1
3242658	fWRDsm	1067.4500000022817	1
3242658	simPSW	1103.4149999904912	1
3242658	repPSW	784.0149999974528	0
3242658	fWRDdf	770.5099999875529	1
3242658	fPSWsm	409.2549999913899	0
3242658	fPSWsm	1160.8350000024075	1
3242658	fWRDsm	673.979999992298	1
3242658	fWRDsm	792.3399999999674	1
3242658	fPSWsm	925.3100000059931	1
3242658	repPSW	1174.4550000003073	1
3242658	fPSWdf	1227.8750000114087	0
3242658	simWRD	1144.7000000043772	1
3242658	fWRDdf	740.959999995539	1
3242658	fWRDdf	504.0750000043772	1
3242658	fPSWsm	484.6749999996973	0
3242658	fWRDdf	614.6799999987707	1
3242658	fWRDsm	662.7650000009453	1
3242658	fWRDdf	542.570000005071	1
3242658	fWRDdf	652.4349999963306	1
3242658	simPSW	1001.7200000002049	1
3242658	simWRD	1026.6300000075717	1
3242658	fWRDdf	794.2400000029011	1
3242658	fWRDsm	890.1400000031572	1
3242658	fWRDdf	901.4749999914784	1
3242658	fPSWdf	659.0999999898486	0
3242658	fWRDdf	1556.9000000105007	1
3242658	fWRDdf	719.4900000031339	1
3242658	fWRDsm	634.185000002617	1
3242658	fWRDdf	744.6250000066357	1
3242658	fPSWdf	981.8499999964843	0
3242658	repPSW	675.6049999967217	0
3242658	fWRDsm	748.1949999928474	1
3242658	fWRDdf	1043.1249999965075	1
3242658	fWRDdf	912.5149999890709	1
3242658	simPSW	1056.3900000124704	1
3242658	repPSW	780.1000000035856	1
3242658	fPSWsm	1360.079999998561	1
3242658	fWRDsm	876.7749999969965	1
3242658	simWRD	962.4299999995856	1
3242658	fWRDsm	799.0550000104122	1
3242658	fPSWsm	838.4499999956461	1
3242658	fPSWdf	1269.7900000057416	1
3242658	fWRDsm	674.4299999991199	1
3242658	fPSWsm	1581.1400000093272	0
3242658	simWRD	1577.8349999891361	1
3242658	fPSWsm	1184.0900000097463	1
3242658	fWRDdf	745.9349999990081	1
3242658	fWRDsm	606.1849999969127	1
3242658	simWRD	487.3799999913899	0
3242658	fWRDdf	1544.529999999213	0
3242658	simPSW	1217.1550000057323	1
3242658	fWRDsm	1063.079999992624	1
3242658	fWRDsm	630.6800000020303	1
3242658	fPSWsm	878.8000000058673	1
3242658	fWRDsm	912.64000000956	1
3242658	fWRDsm	626.6349999932572	1
3242658	fWRDdf	668.2500000024447	1
3242658	repPSW	1096.4450000028592	1
3242658	fPSWsm	1069.7499999951106	1
3242658	simWRD	964.7149999946123	0
