1052.6050000044052,repPSW,0
1202.3800000024494,repPSW,0
1677.8200000117067,fPSWsm,0
1369.9199999973644,fPSWdf,1
1307.0599999919068,fPSWsm,1
1227.3149999964517,fPSWdf,1
839.4050000060815,fWRDsm,1
1031.264999997802,simWRD,1
1047.6649999909569,fWRDdf,1
984.2749999952503,fWRDdf,1
992.0899999997346,fPSWsm,1
844.9200000031851,repPSW,1
1169.560000009369,fWRDdf,0
958.3100000018021,fWRDdf,1
614.7650000057183,fWRDdf,1
812.7250000106869,fWRDsm,1
843.2150000007823,fPSWsm,1
987.2800000011921,simPSW,1
896.5449999959674,fPSWsm,1
621.1449999973411,fWRDdf,1
791.349999999511,fWRDdf,1
601.3999999995576,fPSWsm,0
1123.025000008056,fPSWsm,1
814.8649999930058,fWRDdf,1
1035.2350000030128,simPSW,1
947.3550000111572,fWRDsm,1
862.9950000031386,fWRDdf,1
690.4150000045775,fPSWsm,0
772.46500000183,fWRDdf,1
679.839999997057,fPSWsm,0
1391.5549999946961,fPSWsm,1
1034.9549999955343,fWRDsm,1
1169.820000010077,fPSWsm,1
748.7399999954505,fWRDsm,1
1204.5099999959348,repPSW,1
828.559999994468,fWRDsm,1
621.4150000014342,fPSWdf,0
1306.1199999938253,simPSW,1
785.5149999959394,fPSWsm,0
812.4899999966146,fWRDsm,1
547.48500000278,fWRDsm,1
739.1899999929592,fWRDsm,1
1024.2900000012014,fPSWsm,1
796.2700000061886,simWRD,1
787.689999997383,fWRDsm,1
613.6199999891687,fWRDsm,1
623.5149999993155,fWRDdf,1
712.5450000021374,fWRDdf,1
823.8750000018626,fPSWsm,0
942.5750000082189,fPSWdf,1
1375.159999995958,fWRDsm,1
1067.4500000022817,fWRDsm,1
1103.4149999904912,simPSW,1
784.0149999974528,repPSW,0
770.5099999875529,fWRDdf,1
409.2549999913899,fPSWsm,0
1160.8350000024075,fPSWsm,1
673.979999992298,fWRDsm,1
792.3399999999674,fWRDsm,1
925.3100000059931,fPSWsm,1
1174.4550000003073,repPSW,1
1227.8750000114087,fPSWdf,0
1144.7000000043772,simWRD,1
740.959999995539,fWRDdf,1
504.0750000043772,fWRDdf,1
484.6749999996973,fPSWsm,0
614.6799999987707,fWRDdf,1
662.7650000009453,fWRDsm,1
542.570000005071,fWRDdf,1
652.4349999963306,fWRDdf,1
1001.7200000002049,simPSW,1
1026.6300000075717,simWRD,1
794.2400000029011,fWRDdf,1
890.1400000031572,fWRDsm,1
901.4749999914784,fWRDdf,1
659.0999999898486,fPSWdf,0
1556.9000000105007,fWRDdf,1
719.4900000031339,fWRDdf,1
634.185000002617,fWRDsm,1
744.6250000066357,fWRDdf,1
981.8499999964843,fPSWdf,0
675.6049999967217,repPSW,0
748.1949999928474,fWRDsm,1
1043.1249999965075,fWRDdf,1
912.5149999890709,fWRDdf,1
1056.3900000124704,simPSW,1
780.1000000035856,repPSW,1
1360.079999998561,fPSWsm,1
876.7749999969965,fWRDsm,1
962.4299999995856,simWRD,1
799.0550000104122,fWRDsm,1
838.4499999956461,fPSWsm,1
1269.7900000057416,fPSWdf,1
674.4299999991199,fWRDsm,1
1581.1400000093272,fPSWsm,0
1577.8349999891361,simWRD,1
