Event Index,UTC Timestamp,UTC Date,Local Timestamp,Local Timezone,Local Date,Experiment ID,Experiment Version,Tree Node Key,Repeat Key,Schedule ID,Participant Public ID,Participant Private ID,Participant Starting Group,Participant Status,Participant Completion Code,Participant External Session ID,Participant Device Type,Participant Device,Participant OS,Participant Browser,Participant Monitor Size,Participant Viewport Size,Checkpoint,Task Name,Task Version,branch-bog6,branch-4fi9,Spreadsheet,Spreadsheet Name,Spreadsheet Row,Trial Number,Screen Number,Screen Name,Zone Name,Zone Type,Reaction Time,Reaction Onset,Response Type,Response,Attempt,Correct,Incorrect,Dishonest,X Coordinate,Y Coordinate,Timed Out,randomise_blocks,randomise_trials,display,answer,audio
11,1615423933560,11/03/2021 00:52:13,1615423933504,-5,10/03/2021 19:52:13,43406,2,task-lmyi,,10846581,BLIND,3300128,,complete,,,computer,Desktop or Laptop,Mac OS 11.2.3,Chrome 89.0.4389.82,1440x900,1440x821,,Headphone screening (volume & 1st try),3,failedScreening,passedScreening,Spreadsheet1,Spreadsheet1,4,1,2,tone,Zone1,content_web_audio,4004.3100000002596,,,,,0,1,0,,,,,,hcTrial,third,antiphase_HC_IOS_75dB.wav
12,1615423938577,11/03/2021 00:52:18,1615423938510,-5,10/03/2021 19:52:18,43406,2,task-lmyi,,10846581,BLIND,3300128,,complete,,,computer,Desktop or Laptop,Mac OS 11.2.3,Chrome 89.0.4389.82,1440x900,1440x821,,Headphone screening (volume & 1st try),3,failedScreening,passedScreening,Spreadsheet1,Spreadsheet1,4,1,3,response,Zone4,response_button_text,4993.569999998726,,,second,1,0,1,0,,,,,,hcTrial,third,antiphase_HC_IOS_75dB.wav
13,1615423939546,11/03/2021 00:52:19,1615423939480,-5,10/03/2021 19:52:19,43406,2,task-lmyi,,10846581,BLIND,3300128,,complete,,,computer,Desktop or Laptop,Mac OS 11.2.3,Chrome 89.0.4389.82,1440x900,1440x821,,Headphone screening (volume & 1st try),3,failedScreening,passedScreening,Spreadsheet1,Spreadsheet1,5,2,1,ITI,ISI,timelimit_screen,999.9599999999991,,,,,0,1,0,,,1,,,hcTrial,second,antiphase_HC_ISO_75dB.wav
14,1615423939673,11/03/2021 00:52:19,1615423939487,-5,10/03/2021 19:52:19,43406,2,task-lmyi,,10846581,BLIND,3300128,,complete,,,computer,Desktop or Laptop,Mac OS 11.2.3,Chrome 89.0.4389.82,1440x900,1440x821,,Headphone screening (volume & 1st try),3,failedScreening,passedScreening,Spreadsheet1,Spreadsheet1,5,2,2,tone,Zone1,content_web_audio,0.420000000303844,,,AUDIO PLAY REQUESTED,,0,1,0,,,,,,hcTrial,second,antiphase_HC_ISO_75dB.wav
15,1615423943562,11/03/2021 00:52:23,1615423943492,-5,10/03/2021 19:52:23,43406,2,task-lmyi,,10846581,BLIND,3300128,,complete,,,computer,Desktop or Laptop,Mac OS 11.2.3,Chrome 89.0.4389.82,1440x900,1440x821,,Headphone screening (volume & 1st try),3,failedScreening,passedScreening,Spreadsheet1,Spreadsheet1,5,2,2,tone,Zone1,content_web_audio,4004.7800000011193,,,,,0,1,0,,,,,,hcTrial,second,antiphase_HC_ISO_75dB.wav
16,1615423948311,11/03/2021 00:52:28,1615423948162,-5,10/03/2021 19:52:28,43406,2,task-lmyi,,10846581,BLIND,3300128,,complete,,,computer,Desktop or Laptop,Mac OS 11.2.3,Chrome 89.0.4389.82,1440x900,1440x821,,Headphone screening (volume & 1st try),3,failedScreening,passedScreening,Spreadsheet1,Spreadsheet1,5,2,3,response,Zone5,response_button_text,4657.114999999976,,,third,1,0,1,0,,,,,,hcTrial,second,antiphase_HC_ISO_75dB.wav
17,1615423949223,11/03/2021 00:52:29,1615423949149,-5,10/03/2021 19:52:29,43406,2,task-lmyi,,10846581,BLIND,3300128,,complete,,,computer,Desktop or Laptop,Mac OS 11.2.3,Chrome 89.0.4389.82,1440x900,1440x821,,Headphone screening (volume & 1st try),3,failedScreening,passedScreening,Spreadsheet1,Spreadsheet1,6,3,1,ITI,ISI,timelimit_screen,999.9599999999991,,,,,0,1,0,,,1,,,hcTrial,second,antiphase_HC_OSI_75dB.wav
18,1615423949343,11/03/2021 00:52:29,1615423949155,-5,10/03/2021 19:52:29,43406,2,task-lmyi,,10846581,BLIND,3300128,,complete,,,computer,Desktop or Laptop,Mac OS 11.2.3,Chrome 89.0.4389.82,1440x900,1440x821,,Headphone screening (volume & 1st try),3,failedScreening,passedScreening,Spreadsheet1,Spreadsheet1,6,3,2,tone,Zone1,content_web_audio,0.3499999984342139,,,AUDIO PLAY REQUESTED,,0,1,0,,,,,,hcTrial,second,antiphase_HC_OSI_75dB.wav
19,1615423953219,11/03/2021 00:52:33,1615423953159,-5,10/03/2021 19:52:33,43406,2,task-lmyi,,10846581,BLIND,3300128,,complete,,,computer,Desktop or Laptop,Mac OS 11.2.3,Chrome 89.0.4389.82,1440x900,1440x821,,Headphone screening (volume & 1st try),3,failedScreening,passedScreening,Spreadsheet1,Spreadsheet1,6,3,2,tone,Zone1,content_web_audio,4003.2049999990704,,,,,0,1,0,,,,,,hcTrial,second,antiphase_HC_OSI_75dB.wav
20,1615423959937,11/03/2021 00:52:39,1615423959845,-5,10/03/2021 19:52:39,43406,2,task-lmyi,,10846581,BLIND,3300128,,complete,,,computer,Desktop or Laptop,Mac OS 11.2.3,Chrome 89.0.4389.82,1440x900,1440x821,,Headphone screening (volume & 1st try),3,failedScreening,passedScreening,Spreadsheet1,Spreadsheet1,6,3,3,response,Zone3,response_button_text,6673.815000000104,,,first,1,0,1,0,,,,,,hcTrial,second,antiphase_HC_OSI_75dB.wav
21,1615423960060,11/03/2021 00:52:40,1615423959850,-5,10/03/2021 19:52:39,43406,2,task-lmyi,,10846581,BLIND,3300128,,complete,,,computer,Desktop or Laptop,Mac OS 11.2.3,Chrome 89.0.4389.82,1440x900,1440x821,,Headphone screening (volume & 1st try),3,failedScreening,passedScreening,Spreadsheet1,,,END TASK,,,,,49197,,,,,0,1,0,,,,,,,,
END OF FILE
